,title,price,link
74,"ASUS Vivobook Go 14 Ryzen 7 Octa Ryzen 5 7520U (16 GB/512 GB SSD/Windows 11 Home) E1404FA-NK541WS Laptop (14 inch, Silver, with MS Office)  ","42,990",https://amazon.in//ASUS-Vivobook-Windows-E1404FA-NK541WS-Laptop/dp/B0CBV7FP29/ref=sr_1_115?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.LvcoCZ2ykU0YRgHtIjVDCcNxx-arzWb1zVyZgfZ4sd5AOz7zcdL5CVjKTt0ldIQSDftk3EqsNtI8fA3OWjdgqHXr_ckcBnMab5G0ELEIwRcKtYT4xz-jHEU30MrvYdpHt8P8vb831o3ON9WpWxyG3OTlIjLitNdtDFrWZm-rp74Gm49ulieSI0COEJMEG_Ce7BbgF4iQbSDX0pt4TJkpgwO9QGFKLbN1UGfthDv8pWc.ircYYp9IgKDnww2whiPFsR6TCLe5vUWdsUCrOn0lp0A&dib_tag=se&keywords=laptop&qid=1725434369&sprefix=laptop%2Caps%2C239&sr=8-115
75,"HP Laptop 15,12th Gen Intel Core i3-1215U,15.6 inch(39.6 cm),FHD,Anti-Glare,8 GB DDR4,1 TB SSD,Windows 11,MSO,Dual Speakers,1.69 kg,Natural Silver,15s-fq5328TU  ","39,980",https://amazon.in//HP-i3-1215U-Anti-Glare-Speakers-15s-fq5328TU/dp/B0CYQ8DS2B/ref=sr_1_116?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.LvcoCZ2ykU0YRgHtIjVDCcNxx-arzWb1zVyZgfZ4sd5AOz7zcdL5CVjKTt0ldIQSDftk3EqsNtI8fA3OWjdgqHXr_ckcBnMab5G0ELEIwRcKtYT4xz-jHEU30MrvYdpHt8P8vb831o3ON9WpWxyG3OTlIjLitNdtDFrWZm-rp74Gm49ulieSI0COEJMEG_Ce7BbgF4iQbSDX0pt4TJkpgwO9QGFKLbN1UGfthDv8pWc.ircYYp9IgKDnww2whiPFsR6TCLe5vUWdsUCrOn0lp0A&dib_tag=se&keywords=laptop&qid=1725434369&sprefix=laptop%2Caps%2C239&sr=8-116
76,"Lenovo ThinkPad E14 Intel Core i3 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/FPR/Black/1Y Onsite/1.41 kg), 21JKS13L00  ","48,600",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NzUwOTMxMTg5Njg4MTQwOjE3MjU0MzQzNjk6c3BfYnRmOjMwMDMxNDM3NTYzNjgzMjo6MDo6&url=%2FLenovo-ThinkPad-Laptop-Windows-21JKS13L00%2Fdp%2FB0D66YKRTZ%2Fref%3Dsr_1_117_sspa%3Fcrid%3D2XY1OKBWIK0FH%26dib%3DeyJ2IjoiMSJ9.LvcoCZ2ykU0YRgHtIjVDCcNxx-arzWb1zVyZgfZ4sd5AOz7zcdL5CVjKTt0ldIQSDftk3EqsNtI8fA3OWjdgqHXr_ckcBnMab5G0ELEIwRcKtYT4xz-jHEU30MrvYdpHt8P8vb831o3ON9WpWxyG3OTlIjLitNdtDFrWZm-rp74Gm49ulieSI0COEJMEG_Ce7BbgF4iQbSDX0pt4TJkpgwO9QGFKLbN1UGfthDv8pWc.ircYYp9IgKDnww2whiPFsR6TCLe5vUWdsUCrOn0lp0A%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725434369%26sprefix%3Dlaptop%252Caps%252C239%26sr%3D8-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
77,"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Win 11 Home/Office 2021/Backlit Keyboard/FPR/Black/1Y Onsite/1.41 kg), 21JKS0X800  ","74,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NzUwOTMxMTg5Njg4MTQwOjE3MjU0MzQzNjk6c3BfYnRmOjMwMDMxNDM3NTYzNjYzMjo6MDo6&url=%2FLenovo-ThinkPad-Backlit-Keyboard-21JKS0X800%2Fdp%2FB0CVQRFTJL%2Fref%3Dsr_1_118_sspa%3Fcrid%3D2XY1OKBWIK0FH%26dib%3DeyJ2IjoiMSJ9.LvcoCZ2ykU0YRgHtIjVDCcNxx-arzWb1zVyZgfZ4sd5AOz7zcdL5CVjKTt0ldIQSDftk3EqsNtI8fA3OWjdgqHXr_ckcBnMab5G0ELEIwRcKtYT4xz-jHEU30MrvYdpHt8P8vb831o3ON9WpWxyG3OTlIjLitNdtDFrWZm-rp74Gm49ulieSI0COEJMEG_Ce7BbgF4iQbSDX0pt4TJkpgwO9QGFKLbN1UGfthDv8pWc.ircYYp9IgKDnww2whiPFsR6TCLe5vUWdsUCrOn0lp0A%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725434369%26sprefix%3Dlaptop%252Caps%252C239%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
78,"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN  ","38,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NzE3MDc3MjExODI5MDg0OjE3MjU0MzQzNzQ6c3BfYXRmX25leHQ6MzAwMTQyNjA1MzkwMDMyOjowOjo&url=%2FLenovo-IdeaPad-Laptop-Windows-82R400ERIN%2Fdp%2FB0CP2KRYLM%2Fref%3Dsr_1_113_sspa%3Fcrid%3D2XY1OKBWIK0FH%26dib%3DeyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725434374%26sprefix%3Dlaptop%252Caps%252C239%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
79,"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam  ","16,990",https://amazon.in//Chuwi-HeroBook-Pro-Celeron-Mini-HDMI/dp/B0D9RXH8X5/ref=sr_1_13?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.xs080xlztH2YMlhp2jP0k5oWtWcdPBPWNaNdaPkXvBBcHmZvn4lyYvqHoWDH1Sc0d015FXCXJBuT7Kfv74Z87S-FvWVfV4DpyjoVTSByw6lvADbxJiSn_snSPx2tl-uWph7kZ7CfY9lU0dSc7sApWwNjwi7uaOHLW4J8-dO_5nrDdNioSyLQtekNPM-MmkO9jqn-DH3gSGEj-ElcNcTrHWT9NkX1IMNLtcndd19AlYc.BJEm9X5B-o3mOxgX9BZc29NnWbJNcXbVK7b80UQePAM&dib_tag=se&keywords=laptop&qid=1725434340&sprefix=laptop%2Caps%2C239&sr=8-13
80,"ZEBRONICS PRO Series Z NBC 5S, Intel Core 12th Gen i7 Processor 16GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6CM), IPS 180Â° Display, Dolby Atmos, 38.5Wh Large Battery, Windows 11, Blue, 1.76 Kg  ","41,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NzE3MDc3MjExODI5MDg0OjE3MjU0MzQzNzQ6c3BfYXRmX25leHQ6MzAwMDY3NDEwODgxNTMyOjowOjo&url=%2FZEBRONICS-Processor-15-6-Inch-Display-Battery%2Fdp%2FB0CJ75MKMD%2Fref%3Dsr_1_114_sspa%3Fcrid%3D2XY1OKBWIK0FH%26dib%3DeyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725434374%26sprefix%3Dlaptop%252Caps%252C239%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
81,"AVITA Laptop PURA S102 15.6 INCH CELERON 8GB RAM, 512GB SSD  ","17,030",https://amazon.in//AVITA-Laptop-PURA-CELERON-512GB/dp/B0CLP95QGZ/ref=sr_1_115?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8&dib_tag=se&keywords=laptop&qid=1725434374&sprefix=laptop%2Caps%2C239&sr=8-115
82,"HP Laptop 15s, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2144AU  ","37,890",https://amazon.in//HP-15-6-inch-graphics-speakers-eq2144AU/dp/B09RZRF1PJ/ref=sr_1_116?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8&dib_tag=se&keywords=laptop&qid=1725434374&sprefix=laptop%2Caps%2C239&sr=8-116
83,"Samsung Galaxy Book3 Pro 360 Intel 13th Gen i7 EvoTM 40.62cm(16"") Touchscreen 2-in-1 3K Display, 120Hz, Thin & Light Laptop(16 GB/512 GB SSD/Windows 11/MS Office/S-Pen/Graphite/1.6Kg), NP960QFG-KA1IN  ","1,09,990",https://amazon.in//Samsung-40-62cm-Touchscreen-Graphite-NP960QFG-KA1IN/dp/B0BS9GCYRN/ref=sr_1_117?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8&dib_tag=se&keywords=laptop&qid=1725434374&sprefix=laptop%2Caps%2C239&sr=8-117
84,"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 14"" (35.5cm) WUXGA-OLED 400Nits Thin & Light Laptop (16GB/1TB SSD/Win 11/Office 21/FHD+IR Camera/Alexa/3 Mon GamePass/Grey/1.4Kg), 83DA003GIN  ","78,990",https://amazon.in//Lenovo-IdeaPad-WUXGA-OLED-GamePass-83DA003GIN/dp/B0CYGZSBRV/ref=sr_1_118?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8&dib_tag=se&keywords=laptop&qid=1725434374&sprefix=laptop%2Caps%2C239&sr=8-118
85,"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS  ","43,990",https://amazon.in//ASUS-Vivobook-Laptop-Windows-E1504FA-NJ542WS/dp/B0BTWF2BQX/ref=sr_1_119?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8&dib_tag=se&keywords=laptop&qid=1725434374&sprefix=laptop%2Caps%2C239&sr=8-119
86,Lenovo V15 AMD Ryzen 5 7520U Laptop (8GB DDR5 RAM/ 512GB M.2 SSD PCIe NVMe/Windows-11/MS-Office/Arctic Grey/1.56Kgs) 1 Year Brand Warranty  ,"33,980",https://amazon.in//Lenovo-Windows-11-MS-Office-1-56Kgs-Warranty/dp/B08BV4VMH9/ref=sr_1_120?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8&dib_tag=se&keywords=laptop&qid=1725434374&sprefix=laptop%2Caps%2C239&sr=8-120
87,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Laptop (Windows 11 Home/16GB RAM/512GB SSD/Intel Iris Xe Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ","43,990",https://amazon.in//Acer-i5-1235U-Windows-Graphics-AL15-52/dp/B0CLTW4D7T/ref=sr_1_121?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8&dib_tag=se&keywords=laptop&qid=1725434374&sprefix=laptop%2Caps%2C239&sr=8-121
88,"Lenovo V14 Intel Core i3 12th Gen 14"" (35.56 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.43 kg)  ","30,280",https://amazon.in//Lenovo-1920x1080-Antiglare-Laptop-82TSA01KIH/dp/B0C66685GZ/ref=sr_1_122?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8&dib_tag=se&keywords=laptop&qid=1725434374&sprefix=laptop%2Caps%2C239&sr=8-122
89,"HP Laptop 15s AMD Ryzen 7 5700U, 15.6-inch(39.6 cm) FHD, Anti-Glare Laptop (16 GB/512 GB/AMD Radeon Graphics/Dual Speakers/Backlit KB/Win 11/1.69kg/Natural Silver, 15s-eq2084AU  ","48,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NzE3MDc3MjExODI5MDg0OjE3MjU0MzQzNzQ6c3BfbXRmOjMwMDI4NzA4MTI1MjEzMjo6MDo6&url=%2FHP-15-6-inch-Anti-glare-Graphics-15s-eq2084AU%2Fdp%2FB0CRDZVKNK%2Fref%3Dsr_1_123_sspa%3Fcrid%3D2XY1OKBWIK0FH%26dib%3DeyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725434374%26sprefix%3Dlaptop%252Caps%252C239%26sr%3D8-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
90,"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics), Black  ","13,285",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR495DW5/ref=sr_1_14?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.xs080xlztH2YMlhp2jP0k5oWtWcdPBPWNaNdaPkXvBBcHmZvn4lyYvqHoWDH1Sc0d015FXCXJBuT7Kfv74Z87S-FvWVfV4DpyjoVTSByw6lvADbxJiSn_snSPx2tl-uWph7kZ7CfY9lU0dSc7sApWwNjwi7uaOHLW4J8-dO_5nrDdNioSyLQtekNPM-MmkO9jqn-DH3gSGEj-ElcNcTrHWT9NkX1IMNLtcndd19AlYc.BJEm9X5B-o3mOxgX9BZc29NnWbJNcXbVK7b80UQePAM&dib_tag=se&keywords=laptop&qid=1725434340&sprefix=laptop%2Caps%2C239&sr=8-14
91,"MSI Thin 15, Intel 13th Gen. Core i5-13420H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B13UC-1805IN  ","62,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NzE3MDc3MjExODI5MDg0OjE3MjU0MzQzNzQ6c3BfbXRmOjMwMDI0NjA4OTY2MDczMjo6MDo6&url=%2FMSI-i5-13420H-Windows-GeForce-B13UC-1805IN%2Fdp%2FB0CV9J1QSM%2Fref%3Dsr_1_124_sspa%3Fcrid%3D2XY1OKBWIK0FH%26dib%3DeyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725434374%26sprefix%3Dlaptop%252Caps%252C239%26sr%3D8-124-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
92,"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN  ","37,499",https://amazon.in//Lenovo-IdeaPad-39-62cm-Warranty-82RK006DIN/dp/B0B4JPC8GT/ref=sr_1_125?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8&dib_tag=se&keywords=laptop&qid=1725434374&sprefix=laptop%2Caps%2C239&sr=8-125
93,"Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg  ","52,990",https://amazon.in//Acer-i7-1255U-Premium-Windows-AL15-52/dp/B0D262KC1J/ref=sr_1_126?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8&dib_tag=se&keywords=laptop&qid=1725434374&sprefix=laptop%2Caps%2C239&sr=8-126
94,"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.38 kg), E1404FA-NK547WS  ","42,990",https://amazon.in//ASUS-Vivobook-14-inch-Windows-E1404FA-NK547WS/dp/B0CD49SK4N/ref=sr_1_127?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8&dib_tag=se&keywords=laptop&qid=1725434374&sprefix=laptop%2Caps%2C239&sr=8-127
95,"Lenovo IdeaPad Slim 3 Intel Core i5-1155G7 15.6"" FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Arctic Grey/1.65Kg), 82H803HQIN  ","43,500",https://amazon.in//Lenovo-IdeaPad-i5-1155G7-Windows-82H803HQIN/dp/B0CP2KFPKC/ref=sr_1_128?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8&dib_tag=se&keywords=laptop&qid=1725434374&sprefix=laptop%2Caps%2C239&sr=8-128
96,"Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A715-76G Gaming Laptop (15.6 Inch, Charcoal Black, 2.1 Kg)  ","55,490",https://amazon.in//Acer-Aspire-Intel-Core-12450H/dp/B0D45THCGJ/ref=sr_1_129?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8&dib_tag=se&keywords=laptop&qid=1725434374&sprefix=laptop%2Caps%2C239&sr=8-129
97,"Dell Alienware x16 Gaming Laptop, Intel Core i9 13900HK Processor/32GB/2TB SSD/NVIDIA RTX 4090 16GB GDDR6/ 16""(40.64cm) QHD+ 240Hz, 3ms, DCI-P3 100%/Win 11+MSO'21+McAfee 15 Month/Lunar Silver/2.72kg  ","4,54,290",https://amazon.in//Dell-Alienware-x16-13900HK-Processor/dp/B0C4Z7D2V9/ref=sr_1_130?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.VeY76m6T6Uh1hJvswSLGb6VfJ1QNTcCvP2Tx0q2Si7RORNdPmlzSSmKsmSt3hUb-VFqAY1y7VbSq2efzfyzsRyi360_EBPJjp-jFdc80VDa-2fYJfR_aU6Y_kq_e3g57-NkucDp7m_Z2DNQKCaC5JLz0BB8kOpA0KR_mskkI37C8wtMogAJcsNxnNxcrfujI1XpTiwccwBLYyMAIi8U65Sec9yEWf0zZT6GzAjCyCow.uNu45l1OOdklP4K5In0GrJ6V3IseVE9Huy3EFUNtjc8&dib_tag=se&keywords=laptop&qid=1725434374&sprefix=laptop%2Caps%2C239&sr=8-130
